Restaurant_Name,Recommendations_content
Mini Pita Mediterranean Cafe,"['Safron Grill', 'Bonjour Vietnam', 'Snay Thai', 'A Bit of Saigon', 'Absolute Thai Cafe (Valparaiso)', 'Hot Kim Chi', 'Pholicious Vietnamse Rice Noodle Soup', 'Cocoa Beach Thai & Sushi', 'Holi Indian Grill ( A Flavor Of Joy )', 'Viet Kitchen']"
Mini Restaurant,"['L&E Fine Cooking', 'Yami Crab & Bar', 'Polo Crab House LLC', 'Cajun and Grill', 'Big Tunas Bar and Grill', 'B&B seafood', ""Rod's Crab shack University"", ""Kelly's Cajun Grill"", 'Crab Du Jour Cajun Seafood & Bar', ""Lily's Tacos To Go""]"
Minty Z,"['Lan Pan-Asian Cafe', ""Lee's Sushi"", 'Icebox Cafe', 'Origami Korean-Japanese Restaurant', 'Ohana Cafe', 'Jungle Vibes', 'Pampa - South American Kitchen', 'Pho 54 & Grill', 'Chef Chen Chinese Restaurant', 'Sabor Venezolano Kendall']"
Mio’s Grill & Cafe,"['Stefano Greek Italian Restaurant', 'Mediterraneum Street Food', 'Bodrum Restaurant', 'Lan Pan-Asian Cafe', 'Third Street Diner', 'El Patio Restaurant', 'El Pollo Inka Miami', ""EJ's Bayfront Cafe"", 'Zaharias Restaurant', 'Izgara Middle Eastern Cuisine']"
Miranda's Subs & Bakery,"['Pappas Ranch', 'Rinconcito Paisa', 'French pantry', 'Sazón Tropical Cafe', 'Willow’s Cafe', 'Sweet Alchemy Confectionery', 'Pastel Brazil Cafe', ""Abbe's Donut Shop"", 'Mercado 31 Estacionamiento', 'Esquina Criolla']"
Mo's Bagels & Deli,"['Country Way Cafe', 'Café Roma italy', 'Kendall Kafe', 'Yolk White & Associates', 'Cooinda Cafe', 'Girl And A Grill', 'Bagel Palace Deli', 'Rodilla', 'Big Apple Cafe & Deli', 'La pupusa queen']"
Mocha Cafe and Lounge,"['Golden Bear Grill', 'Five Sisters Blues Cafe', ""Applebee's Grill + Bar"", 'Copper Shaker', ""Enzo's Hideaway Tunnel Bar"", 'City Tropics Bistro', 'Stone Soup Cafe & Pub', ""Avanti's Restaurant @ Okeechobee Blvd. West Palm Beach Florida"", 'Bridges Restaurant', 'Bitterroot']"
Moe's,"[""Escobar's Mexican Restaurant"", 'Taqueria El Pelon', 'El Burro Loco', ""J.A.C.'S Corner"", 'La Fiesta Mexicana', ""Rubio's Coastal Grill"", 'La Bamba Mexican Spanish Restaurant II', ""Lily's Tacos To Go"", 'The Porkupine Pub', ""Castello's Pizza | Pizza Delivery Windermere""]"
Moe's Southwest Grill,"['The Habit Burger Grill', 'MOD Pizza', 'Pieology Pizzeria Pembroke Pines', 'Chipotle Mexican Grill', 'Diced', 'Hibachi Express Plant City', 'Chicken Kitchen', 'Sierra Grille', ""Tank's Sushi Bistro (Nocatee)"", 'Açaí Bowls Tropical Fusion']"
Mofongo Tripleta Pinchos,"['Montreal Grill', 'Las Canas American & Latin Cuisine', 'Taste Of Soul', 'Pizza Time Plus', 'Choices Cafe', ""BD'S Mongolian Grill"", 'Los Rumberos Restaurant', 'Mofongo Tripleta Pinchos', 'Burger Barn Fresh Burgers & Shakes', 'Full Plate']"
Moji African Restaurant,"[""Nana's Food For You"", 'Pollos Rocoto Chifa Polleria- Tampa Florida - Rotisserie Chicken', ""Janet's Jamaican Cuisine"", 'Naruto 88 bistro', ""Lana's Jamaica House Cafe"", 'Doña kitchen', 'el tropezon limeño', 'Delicias latinas', 'tacu-taku', 'Kann Caribbean Kitchen Rum Bar & Bakery']"
Mojitos Calle 8,"[""Rooney's"", 'El Cilantrillo Restaurant', 'Raglan Road Irish Pub', 'Las Palmas Restaurant', 'The Crazy Cucumber 352 Eatery and Bar', ""Maxine's Bistro and Bar"", 'Riverside Cafe', 'Havana 1957 Cuban Cuisine Espanola Way', ""Azteca d'Oro West Colonial"", 'The Grille on Congress']"
Mojo's Wings Burgers Beer,"[""Woody's Local Neighborhood Rum & Grille"", 'The WingHouse of New Port Richey', 'The Winghouse of Wesley Chapel', 'Winners Circle Sportsbar & Grill', 'THAT BAR AT THE ARENA', ""5 o'Clock Somewhere Bar and Grill"", 'Pisco Restaurant and Bar', ""Roxy's Pub"", 'The Clevelander Bar', 'Paradise Bar & Grill']"
Momma Meg's Cafe,"[""Roo Roo's Diner"", ""Big Tasty's"", ""TC'S DINER"", 'The Grand Havana Kitchen', 'Marys Little T Restaurant', ""Brester's Coney Island"", ""Jazzy's Diner"", ""Jacob B's Family Restaurant"", 'Yolk White & Associates', 'Kendall Kafe']"
Monarcas Authentic Mexican Cuisine Bar & Grill,"['Cantina Laredo', 'Los Magueyes Crystal River', 'Quarterdeck Restaurants', 'Pinchers', 'V Pizza & SideCar - Gainesville', ""Pizzalley's Chianti Room"", 'Northwest Grille', 'Skidders Restaurant', ""Azteca d'Oro West Colonial"", 'Smokey Bones']"
Montreal Grill,"['Montreal Grill', 'Las Canas American & Latin Cuisine', 'Taste Of Soul', 'Pizza Time Plus', 'Choices Cafe', ""BD'S Mongolian Grill"", 'Los Rumberos Restaurant', 'Mofongo Tripleta Pinchos', 'Burger Barn Fresh Burgers & Shakes', 'Full Plate']"
Monty's Restaurant & Pizzeria,"[""Valenti's Ristorante"", 'Big Pink', ""Alberto's Pizzeria Italian Restaurant Since 1956"", 'The Lodge', 'La Carreta', 'Skidders Restaurant', 'Taverna', 'The Old Salty Dog Siesta Key', ""Mel's Diner - Fort Myers"", ""Ferraro's Italian Grille""]"
Moonlight Teahouse,"['Jin Jin King', 'A Bit of Saigon', 'Bonjour Vietnam', 'Wasabi Sushi & Grill', 'Pholicious Vietnamse Rice Noodle Soup', 'Viet Kitchen', 'Lotus Vegan Restaurant', ""Bono's Pit Bar-B-Q"", 'Phở Charlotte', 'Shape Up Ormond Beach']"
Moons Rock Bluff,"['Sheraton Hotel', 'Dixieland Chicken Co.', 'The Doghouse', ""Huey Magoo's Chicken Tenders - Sunrise"", 'Lakeside Grill', 'Gainesville Soulfood Kitchen', 'Hawk n Hog Brandon', 'Cheese Dreams llc', ""Callie Kay's Deli"", ""Merv's Melt Shop""]"
MotLee's,"['Shrimps on the Lake', 'Puerquito Relleno', 'Bachata Rosa', 'Bacon Bitch', 'La Brasa Grill North Lauderdale', 'Papamigos Coconut Creek', 'Soupa Blvd', ""Crabby's On The Pass"", 'Golden Nugget', ""El Johnny d'luxe""]"
Mota Pizza Rustica,"[""Nick's Tomato Pie"", 'H2 Kitchen + Pizzeria', 'The Pizza Den Of The Forest', ""Bala's Pizza"", 'Banana River Market', 'La Pizza Nostra', 'Joe Daddys Pizza', 'Nexus Pizza', ""Mama Sue's Pizza and Wings"", 'Eagles Pizza']"
Moxie's Cafe' & Grill,"['Jersey Boyz Cafe', 'Don Q food by the pound', 'Lee & Dee Cafe', 'True Grits', ""Hardee's"", 'Sobik’s Subs of Geneva', 'Oh Biscuit', 'Rinconcito Miami #4 - Military Base', 'Shakers American Café', 'Gourmet Station']"
Mozzarita,"['Frankies Italian Deli', 'Pavarotti’s Pizza & Restaurant', ""Jay's Pizza"", 'V Pizza - Fernandina Beach', ""Aunt Lulu's NY Style Pizza and Kitchen"", 'Pastamarket', ""Manny's Cucina Napoletana"", ""Braseros's Restaurant and Bar"", 'Augustines 1812 house', ""Mama Mia's Pizza""]"
Mr Baguette - Wynwood,"[""Angelo's Southern Grill"", 'El Floridita Seafood Restaurant - Kendall', 'Café Lini Latin Cuisine', 'Skidders Restaurant', 'B Square Burgers', 'Cantina Laredo', ""Dunkin'"", 'El Rio Lindo Café', 'Pueblo Viejo Fort Pierce', 'Monarcas Authentic Mexican Cuisine Bar & Grill']"
Mr Brews Taphouse,"['Indio Mara Fast Food', 'Rey tequeño food truck #1', 'Oerther Foods Inc', 'La Familia Bar Restaurant', 'PANADICTO LLC', 'Taqueria Olgys Food Truck', 'Taquería Guadalupana (food truck)', 'El Paponazo', ""Facto's Snack Shack"", 'Chick-fil-A Lakewood']"
Mr Ceviche Peruvian Restaurant,"['My Little Peru', 'Eat Peru - Homestyle Peruvian Food', 'Totoritas Restaurant', 'Naples Costa Verde Peruvian Restaurant', 'Real Del Monte Mexican Restaurant', 'La Despensa Key Biscayne', 'Pieology Pizzeria Pembroke Pines', 'tacu-taku', 'Pollos Rocoto Chifa Polleria- Tampa Florida - Rotisserie Chicken', 'el tropezon limeño']"
Mr D's Pizza,"['Marcos Pizza', 'Italian Express Pizzeria', ""Troni's pizza"", 'Pizza Hut', ""Jerry & Joe's Pizza"", 'ZZ Pizzas', 'Munchys pizza and wings', 'Fresh Flamingo', 'Clean Meals Miami', ""Domino's Pizza""]"
Mr Gyros Wings & Grill,"['Golden Drumstick', 'Taqueria El Pelon', 'The Best Restaurant', 'Cuisine Lakay', 'Wah Lay Chinese Take Out Restaurant', ""Bojangles' Famous Chicken 'n Biscuits"", 'Hurricane BTW', 'Crab Du Jour Cajun Seafood & Bar', 'Divine Grace Caribbean Restaurant', 'Sarku Japan']"
Mr Hibachi,"['Asian Taste Restaurant', 'New China Chinese Restaurant', 'Shanghai Garden', 'Confucio Express Brickell', 'New Village', ""Zheng's Chinese Restaurant"", 'New Wok', 'Sushi Wok', 'Wah Lay Chinese Take Out Restaurant', 'Mandarin Village']"
Mr Junior Latin Food,"['Bigote Cafeteria', '7 SIETEMARAVILLASFOODTRUCK Miami Birrias Tacos al Pastor Burritos Baleadas Hondureñas Restaurant Kendall Cutler bay Gyros Shawarma Pescado frito Bus', 'Arepa Santa Barbara', ""Pepito's"", 'Latin Food Blessing', 'El Burro Loco', 'Ricco Latin Kitchen', 'The Best Restaurant', 'La Nota Restaurant', 'El Toque Latin Restaurant']"
Mr. & Mrs. Crab,"['CVI.CHE 105', 'Gulf Coast Burger Co.', 'Pisco Y Nazca Ceviche Gastrobar', ""Gianni's NY Pizza"", 'Crafty Crab - Sunset', 'Bubba Gump Shrimp Co.', 'Blue Highway a Pizzeria', ""Ben's Kosher Delicatessen Restaurant & Caterers"", 'Giovannis Pizza', ""Captain Jim's Seafood Market & Restaurant""]"
Mr. & Mrs. Crab Juicy Seafood & Bar,"['Red Crab Juicy Seafood & Bar', 'Clear Sky Club Haus', ""Michael's Ali Coal Fired Pizza Clermont"", 'El Dorado Mexican Restaurant', '400 Pazzis', 'Crafty Crab - Sunset', ""Joella's Hot Chicken"", 'Pit Stop Barbecue', 'Soulful Flavors Seffner', 'Xtreme Wings Sports Grille - Roosevelt']"
Mr. & Mrs. Crab Lakeland,"['Xtreme Wings Sports Grille - Roosevelt', 'FIESTA CANCUN MEXICAN RESTAURANT *NOW OPEN* We want to bring you the true feeling of Mexico. We are a family owned business.', 'Okeechobee Prime Seafood', 'Anejo Cocina Riverside', 'Malabar Indian Restaurant And Bar', 'Coast Westshore', 'SoNapa Grille', 'Kousine Boca Raton', 'Rhumcay Island Grill at Harborwalk', 'Nawty Hogg BBQ - Vanderbilt']"
Mr. B's Real Grill BBQ,"['Big Tree Barbecue', ""Mr. B's Real Grill BBQ"", ""T & L's BAR-B-Q AND Soul Food Catering"", 'Fired Up BBQ company', ""Tillman's Pit BBQ ToGo"", 'New Hope Tasty BBQ', 'Petes Gourmet BBQ', 'Wing', 'Dickeys bbq Pit', 'Zambia Smokehouse']"
Mr. Beefy's subs and more,"['SeaSide Subs', 'North Jetty Grille', 'Eat In Chips', 'Kr’s Burger', 'World Famous of Hollywood', 'The Brisket Shoppe', 'Blues & BBQ', 'Local Provisions', 'Main Course Tampa', 'Mi Gordita Loca Mexican Restaurant']"
Mr. Fish,"['Naples Costa Verde Peruvian Restaurant', 'El Huarike Peruano', 'el tropezon limeño', 'tacu-taku', 'Pollos Rocoto Chifa Polleria- Tampa Florida - Rotisserie Chicken', 'Eat Peru - Homestyle Peruvian Food', 'My Little Peru', 'Totoritas Restaurant', 'Makan Miami Food truck', ""Armando's Cocina Mexicana""]"
Mr. Joe's Soul Food Deli,"[""Mr. Joe's Soul Food Deli"", 'New Soul Sandwich Shop', ""Lizzy's"", 'Tightwork Soul & Seafood Grill', 'EL Fogon de Munchies Boricua', 'Sunrise Panda Halal Chinese Restaurant', 'YUPPI', 'LaLa’s Gyros', ""Nin's 5 Tacos"", 'JBANGER SOUL Food']"
Mr. Pollo Pensacola,"['Sandshakers', 'Twisted Fin, A Casual Seafood Shack', 'Rosemary Grill', 'K BAB', ""Sam's Seafood & Grill"", 'Louis Pappas Fresh Greek, Trinity', 'Flavors House of Wings', 'Flavorikan', 'Fresh & Nice Caribbean Cuisine', 'Antojitos Catrachos movil']"
Mr. Shrimp,"['Shawarma miami', 'Av Collins Tiendas', 'Salty Bagel and Grill', ""Caruso's Deli & Bar"", 'Mr. Shrimp', 'Bagel Bros Cafe', 'The Junction Punta Gorda', 'Tarpon Middle Cafeteria', 'Plaza Walk Building', 'Las Cuatros Esquinas Restaurante']"
Mr. Taco,"['El Burro Loco', 'Tequila Calavera Cantina', 'La Zeta Mexicana', 'La Mina Restaurante', 'Taqueria El Pelon', ""J.A.C.'S Corner"", '7 SIETEMARAVILLASFOODTRUCK Miami Birrias Tacos al Pastor Burritos Baleadas Hondureñas Restaurant Kendall Cutler bay Gyros Shawarma Pescado frito Bus', 'Taqueria Gonzalez', 'Don martin modern mexican cuisine llc', 'Taqueria El Molcajete']"
Mr. Tequila Authentic Mexican Restaurant,"['Cactus Flower Cafe', ""Carmelita's Mexican Restaurant"", 'Palace Pizza', ""Stefano's Family Restaurant"", 'Riggins Crabhouse', 'Cafe Cibo', 'Taco Rock 29', ""Duffy's Sports Grill"", ""Bono's Pit Bar-B-Q"", 'Pho Golden Palace Vietnamese Restaurant']"
Mugshots Grill and Bar,"['Midtown Caboose', 'The Angry Warthog Saloon', ""Gator's Dockside Oviedo"", 'Be Near Me Restaurant and Bar', 'The Hangout by Two Guys', ""Miller's Ale House"", 'Red Robin Gourmet Burgers and Brews', 'Fridays', 'Von Stephan Village Bier Garten Restaurant - Cocoa', 'Burger-ish Bar & Grill']"
Mulligan's Bar and Grill,"['Mi Tierra Restaurant', 'El Sabor Latino', ""Mulligan's Bar and Grill"", 'Paradise Cove Grill & Seafood', 'La Cabaña Mexican Kitchen', 'Julianos BBQ', 'El Valle Hondumex Restaurant', 'Carside To Go', ""Cilantro's Taqueria"", 'SB&B Seafood Market Bar & Grill LLC']"
Mulligans Tavern,"[""Courigan's Irish Pub"", ""Roxy's Pub"", 'Pure Craft', ""Mojo's Wings Burgers Beer"", ""MacDinton's St Pete"", 'James Joyce Irish Pub & Eatery', 'Winners Circle Sportsbar & Grill', ""Danny's Kitchen"", 'Pisco Restaurant and Bar', 'Paradise Bar & Grill']"
Munchie's Pizza Club,"['Five Star Pizza-Kissimmee', 'The Pizza Den Of The Forest', ""Rino's Pizza"", 'Mota Pizza Rustica', 'All Star Pizza', 'E & I Pizza', ""Mama Sue's Pizza and Wings"", ""Bala's Pizza"", 'Origin Craft Beer & Pizza Cafe UTC', 'Eagles Pizza']"
Munchies Boricuas #1,"['Tazz Deli and Takeout', 'Chimi churri donde el primo #2', ""McDonald's - NEW LOCATION (next to Walgreen's) NOW OPEN"", 'El Paponazo', 'Aja Food Truck (Bird Road)', 'Taqueria Olgys Food Truck', 'CEVICHE KING PERUVIAN FOOD TRUCK', 'Tampa Bay Food Truck Rally Truck', ""Facto's Snack Shack"", ""Charley's Cheesesteaks""]"
Munchys pizza and wings,"[""Troni's pizza"", ""Jerry & Joe's Pizza"", 'Vocelli Pizza - Temporarily Closed', ""Marco's PIzza"", 'Italian Express Pizzeria', ""Anthony's Deli, Pizzeria, and Bakery"", 'Little Caesars', ""Sassano's Pizza"", ""CLOSED Hungry Howie's"", 'Pizza Connection']"
"Munyan Painting, Roofing, and Restoration","['Ring Roofing, Inc.', 'Coast To Coast General Contractor, Inc.', 'WILCO Restoration', 'Maven Construction Group', 'Jenkins Restorations', 'Master Restoration', 'Complete DKI', 'Alloy Wheel Repair Specialists of Jacksonville', 'EZ Jeeps', 'All American Carburetors']"
Murdocks Southern Bistro,"['Latitudes Apollo', ""Flounder's Chowder House"", 'Outpost Kitchen, Bar, & Provisions', 'Sr. Tequila Mexican Grill', ""Rooney's"", 'La Cruzada Restaurant', ""Cowpoke's Watering Hole"", 'Three Fishermen Seafood Restaurant', 'Baci Pizza Restaurant', ""Peg Leg Pete's""]"
Mustard Seed Cafe & Juice Bar,"['Safron Grill', 'Lilly Rose Cafe', 'Tasty Pho', 'Dr Smood', 'Phở Charlotte', 'Poppies Cafe & Bakery', ""Sande's Restaurant"", 'Willow’s Cafe', 'Pholicious, Inc.', ""TJ's For Great Food - Breakfast and Lunch""]"
My Cousin Vinny's Pizza and Pasta,"[""My Cousin Vinny's Pizza and Pasta"", 'Royal Mexican Grill', 'Shay’s Place', 'La Pequena', 'Guanajato Mexican Restaurant', ""Sam's Seafood & Grill"", ""Charlene's Seafood and More"", 'Restaurante Los Hernandez', 'Flavorikan', 'Flavors House of Wings']"
My Friend Convenience Store & Restaurant,"[""Nin's 5 Tacos"", 'JBANGER SOUL Food', ""Kelly's Cajun Grill"", 'Fortune Cookie Chinese Restaurant', ""Jackie's Jamaican Pot LLC"", ""Leroy's"", 'Hong Kong Restaurant', ""Lupita's Mexican Fast Food Express"", 'Mighty Wings', 'Super Fried Rice']"
My Little Peru,"['Mr Ceviche Peruvian Restaurant', 'Totoritas Restaurant', 'Naples Costa Verde Peruvian Restaurant', 'Eat Peru - Homestyle Peruvian Food', 'tacu-taku', 'Pollos Rocoto Chifa Polleria- Tampa Florida - Rotisserie Chicken', 'el tropezon limeño', 'Mr. Fish', 'Makan Miami Food truck', 'LA CATRINA TAPATIA']"
Myn-Tu,"['Hiyakawa Miami', 'Kosushi Miami', 'Sushi Wok', 'SKYFIN Asian Bistro', 'Fujiyama Sushi', 'The Sushi Bar Japanese Cafe', 'Hibachi Express Plant City', 'Sushi Maki (MIA)', 'Alacati Mediterranean Restaurant', 'Riviera Mediterranean Grille']"
NARA Hibachi,"['Sushi Bento', 'Hawaiian Poke Taco', 'Louis Pappas Fresh Greek, Trinity', 'Fresh & Nice Caribbean Cuisine', 'Antojitos Catrachos movil', 'Greek To Go', 'Asian House', 'Naruto 88 bistro', 'Nuvo Cafe Restaurant & Lounge', 'Bonzouti Resturant']"
NBC Sports Grill & Brew™,"['The Library - inspired by the George Peabody Library', 'Bridges Restaurant', 'C Level Grill', 'Embers Wood Grill', 'Golden Bear Grill', 'TGI Fridays', 'Restaurant Italiano', ""Oli's Fashion Cuisine"", ""Manny's Original Chophouse- Haines City"", ""Avanti's Restaurant @ Okeechobee Blvd. West Palm Beach Florida""]"
NUTRISHOP,"['LIT NUTRITION', 'Jamaica Herbal Health Food Store and Juice Bar', 'Fitlife Foods Brandon', 'Tepuy Market, Juice and Coffee Bar', 'Fitlife Foods Plantation', 'Nutrition Solutions', 'LNB GROVESTAND', 'Bread and Roses Food Cooperative', ""Joseph's Organic Bakery"", 'Smoothie King']"
Nacho’s Tacos,"['Mediterranean Experience', ""JB's Seafood"", 'A Taste Of Miami', 'Nacho’s Tacos', 'South Pacific Grill', 'Waros Grill Venezuelan Food Truck', 'Arepas Santa Bárbara la Original', 'Seven Wonders Bakery', 'Poulet Chic Restaurant', 'Chile Lindo']"
Namaste Miami Indian Cuisine,"['Lazeez Cuisine', 'Taste of Curry', 'Ahadu Ethiopian Restaurant', 'Treelion', 'HSCF Canteen', 'Aroma Indian Cuisine', 'Savour Of Caribbean Restaurant', 'Simply Indian', 'Pinto Thai Bistro', 'Cafe Ruyi Chinese Food']"
Nana's Food For You,"[""Randy's Take-Out Restaurant"", 'Belinda Take Out', 'Drunken Wok', 'Between The Bunz', ""Marlene's Caribbean Take-Out Restaurant - Lakeland Florida Location"", 'Silverspoon Takeout', 'Delicias latinas', 'tacu-taku', 'el tropezon limeño', ""Lana's Jamaica House Cafe""]"
Nancy's Good N Fast,"[""Nancy's Good N Fast"", 'The Oaks Golf Club Cafe', ""Eli's Cafe"", ""Granpappy's"", ""Olivia's"", 'Guembos Cafe Restaurant', ""Maria's Cafeteria Inc"", 'Runway Grille & Deli Restaurant', 'divots grille', 'Café Roma italy']"
Naomi's Garden Restaurant & Lounge,"['Golden Krust Caribbean Restaurant', 'Ke-uH Restaurant', 'Bahama Breeze', 'Uber Wings', ""Randy's Restaurant & Lounge"", ""Ike's Love & Sandwiches"", 'Aapna Parivaar', ""Pete's Sushi & Poke"", 'Fine Folk Pizza', 'Blue Highway a Pizzeria']"
Naples Costa Verde Peruvian Restaurant,"['Mr. Fish', 'El Huarike Peruano', 'My Little Peru', ""Cosse's Place"", 'Eat Peru - Homestyle Peruvian Food', 'Totoritas Restaurant', 'Islands in the pines', 'Makan Miami Food truck', 'Pollos Rocoto Chifa Polleria- Tampa Florida - Rotisserie Chicken', 'tacu-taku']"
Napolinos,"['Goblin Market', 'The Ivy House Restaurant', ""Angelo's Seafood Restaurant"", 'Jax Beach Brunch Haus', 'Poppies Cafe & Bakery', 'Southern Charm Cafe', ""Christopher's Kitchen"", 'The Cheesecake Factory', 'Country Boy Restaurant', 'Briarpatch Restaurant']"
Naruto 88 bistro,"['Asian House', ""Mei's Kitchen"", 'Makan Miami Food truck', 'NARA Hibachi', 'Dragon Village Asian Café', 'Asian Express', 'Asian invasion', ""Lana's Jamaica House Cafe"", ""Janet's Jamaican Cuisine"", 'Kann Caribbean Kitchen Rum Bar & Bakery']"
Nathan's,"[""Nathan's"", 'The hotdog man', 'Wacked Out Weiner Pensacola', ""Nathan's Famous Cape Coral"", 'The Pretzel Lady', ""BIG Herm's Chicago Style Food"", ""Nathan's Famous/Arthur Treacher's"", ""Tony's Chicago Beef Co. Southside (aka Frosted Mug)"", 'Five Guys', 'El mazorcazo']"
Nathan's Famous Cape Coral,"[""Nathan's Famous Cape Coral"", 'The hotdog man', ""Nathan's"", 'Doggystyle', ""Tony's Chicago Beef Co. Southside (aka Frosted Mug)"", 'Five Guys', 'TACO FIESTA', ""Connie's-Pizza & Bar Bq"", 'Taco Del Ray', 'Delicias Catrachas']"
Nathan's Famous/Arthur Treacher's,"['The hotdog man', 'Doggystyle', ""Nathan's"", ""Tony's Chicago Beef Co. Southside (aka Frosted Mug)"", 'Wacked Out Weiner Pensacola', ""Nathan's Famous Cape Coral"", 'Mr Junior Latin Food', 'The Pretzel Lady', 'Mega Tropical', 'Los Amigos (Closed)']"
Natura Eatery,"['Vale Food Co', 'Little Leon', 'Smoothie Spot Hialeah', 'Sunny Poke', 'Açaí Bowls Tropical Fusion', 'Smoothie Spot Crossings', 'Playa Bowls', 'Fitlife Foods Fort Lauderdale', 'Original Garden Café', 'Healthy Coast Meals']"
Natural Kitchen ( poke bowl and bubble tea),"['Sunny Poke', 'Asian Taste Restaurant', 'Sus Hi Eatstation - UF', 'Sushi Wok', 'Tako Sushi', 'New China Chinese Restaurant', 'Okinawa Sushi Express', 'The Bowl', 'Shanghai Garden', 'Kami Poke']"
Nature's Table Clearwater [SPC ES Building],"['Florida Fit Meals', 'Clean Eatz', 'Chicken Kitchen', 'Sushi Wok', 'Vish Hummus Surfside', 'Sunny Poke', 'Pita Xpress Mediterranean Grill', 'Juice 2U Organic Kitchen', 'Wah Lay Chinese Take Out Restaurant', 'Mediterranean Gourmet']"
Nature's Table DTSP [SPC Downtown Campus],"['Cheese to Share', 'The Bowl', 'The Salad Station', ""Nature's Table Clearwater [SPC ES Building]"", 'Tossgreen', 'Little Greek Fresh Grill', 'Riviera Mediterranean Grille', 'Surfwiches Sandwich Shop II', 'Sushi Wok', 'UHMAZEBOWLS Cape Coral']"
Nawty Hogg BBQ - Vanderbilt,"['Xtreme Wings Sports Grille - Roosevelt', ""Walk-On's Sports Bistreaux - Kendall Restaurant"", ""Grimaldi's Pizzeria"", 'Kousine Boca Raton', 'Fire Spot Mexican Bar & Grill', 'El Catrín Mexican Grill', 'The Twisted Crab Edison -Seafood&Bar', 'Mr. & Mrs. Crab Juicy Seafood & Bar', 'FIESTA CANCUN MEXICAN RESTAURANT *NOW OPEN* We want to bring you the true feeling of Mexico. We are a family owned business.', 'The Bang Shack']"
